"length"	"gene_num"	"phyla"	"in_num"	"out_num"	"quality"	"mro"	"mip"
"DuanJJ_2019_F3__bin.4"	1790413	1781	"p__Bacillota_A"	108	14	83.63	0.591598814479055	1.31807780320366
"DuanJJ_2019_F3__bin.55"	2640946	2574	"p__Bacillota_A"	116	21	74.28	0.524585987684816	1.55575896262395
"DuanJJ_2019_F3__bin.56"	1679452	1607	"p__Bacillota_A"	113	22	89.59	0.50477504876526	1.80137299771167
"DuanJJ_2019_F3__bin.5"	1603279	1595	"p__Pseudomonadota"	115	31	97	0.508361684118081	1.85156369183829
"DuanJJ_2019_F3__bin.62"	1552851	1727	"p__Bacillota_A"	92	17	56.97	0.508778250915835	2.90953470633105
"DuanJJ_2019_F3__bin.63"	1648128	1631	"p__Bacillota_A"	94	16	56.16	0.56998564485123	1.865293668955
"DuanJJ_2019_F3__bin.64"	1884702	1636	"p__Bacteroidota"	106	31	96.57	0.484487596826954	2.15469107551487
"DuanJJ_2019_F3__bin.67"	1764929	1782	"p__Bacillota_A"	83	12	83.02	0.496797496279614	0.805186880244088
"DuanJJ_2019_F3__bin.6"	1238892	1332	"p__Bacillota_A"	91	13	81.15	0.577922391302734	0.912128146453089
"DuanJJ_2019_F3__bin.70"	1313471	1348	"p__Bacillota"	68	9	74.04	0.513467157196273	1.00427154843631
"DuanJJ_2019_F3__bin.75"	1891223	1654	"p__Bacillota_A"	126	23	96.76	0.607226917564516	1.15636918382914
"DuanJJ_2019_F3__bin.78"	1867387	1766	"p__Bacillota_A"	96	11	96.36	0.510906212216425	1.15209763539283
"DuanJJ_2019_F3__bin.80"	1906256	1718	"p__Bacteroidota"	96	26	64.57	0.461538953283943	1.64851258581236
"DuanJJ_2019_F4__bin.10"	2352939	2447	"p__Pseudomonadota"	192	27	88.24	0.471430335828463	2.78215102974828
"DuanJJ_2019_F4__bin.11"	2792684	2622	"p__Bacillota_A"	128	12	98.25	0.611074917906355	1.08710907704043
"DuanJJ_2019_F4__bin.16"	1201480	1229	"p__Bacillota"	58	7	79.03	0.490599807374718	0.777879481311976
"DuanJJ_2019_F4__bin.20"	870365	978	"p__Bacillota"	47	9	65.5	0.456124290414099	0.579405034324943
"DuanJJ_2019_F4__bin.26"	2581819	2016	"p__Bacteroidota"	99	23	90.03	0.492637502771485	2.34706331045004
"DuanJJ_2019_F4__bin.32"	2918344	2745	"p__Bacillota_A"	137	22	89.36	0.59575458672369	1.86544622425629
"DuanJJ_2019_F4__bin.33"	1700610	1803	"p__Pseudomonadota"	169	25	77.09	0.471944113570871	1.84729214340198
"DuanJJ_2019_F4__bin.35"	2244382	1698	"p__Bacteroidota"	96	26	82.32	0.516128524231528	2.66864988558352
"DuanJJ_2019_F4__bin.3"	956503	1134	"p__Bacillota_A"	74	12	61.92	0.447739256127805	0.49488939740656
"DuanJJ_2019_F4__bin.46"	1207172	1349	"p__Bacillota_A"	70	11	56.51	0.471564758840876	1.16521739130435
"DuanJJ_2019_F4__bin.49"	2156053	1901	"p__Bacteroidota"	122	25	68.89	0.539464045358099	2.70312738367658
"DuanJJ_2019_F4__bin.67"	1971005	1635	"p__Bacteroidota"	82	30	79.57	0.482899130816809	2.81617086193745
"DuanJJ_2019_F4__bin.70"	2490658	2541	"p__Bacillota_A"	128	25	55.15	0.561484183618265	3.38047292143402
"DuanJJ_2019_F4__bin.7"	1958018	1842	"p__Bacillota_A"	96	13	73.36	0.568194351627338	0.616475972540046
"DuanJJ_2019_XFEn__bin.100"	2054317	1804	"p__Bacteroidota"	104	18	99.61	0.463646066012976	1.01678108314264
"DuanJJ_2019_XFEn__bin.17"	1987551	1931	"p__Bacillota_C"	176	33	83.46	0.513976858701508	2.17421815408085
"DuanJJ_2019_XFEn__bin.21"	1907274	1794	"p__Bacillota_A"	128	14	81.46	0.601051688187073	1.20045766590389
"DuanJJ_2019_XFEn__bin.29"	1723882	1709	"p__Bacillota_A"	124	21	88.18	0.545741021057128	1.22196796338673
"DuanJJ_2019_XFEn__bin.30"	1520278	1497	"p__Bacillota_A"	90	18	95.88	0.544742793589615	0.701449275362319
"DuanJJ_2019_XFEn__bin.31"	1245197	1314	"p__Bacillota_A"	62	14	58.35	0.508924805767387	0.771014492753623
"DuanJJ_2019_XFEn__bin.32"	1813970	1774	"p__Bacillota"	115	15	84.34	0.559738369432583	1.99923722349352
"DuanJJ_2019_XFEn__bin.37"	2611642	2465	"p__Bacillota_A"	126	17	97.03	0.572078463225896	1.82944317315027
"DuanJJ_2019_XFEn__bin.38"	2037051	1927	"p__Bacillota_C"	122	21	94.9	0.575820070838421	1.14965675057208
"DuanJJ_2019_XFEn__bin.39"	2309455	2113	"p__Bacillota_A"	127	22	87.31	0.602127875281811	2.16491228070175
"DuanJJ_2019_XFEn__bin.45"	2026592	1954	"p__Spirochaetota"	104	17	68.89	0.575208039753523	1.50419527078566
"DuanJJ_2019_XFEn__bin.49"	2932459	2816	"p__Bacillota_A"	104	20	83.34	0.577591197398585	1.40274599542334
"DuanJJ_2019_XFEn__bin.51"	2317128	2149	"p__Bacillota_A"	128	33	97.79	0.593526563620988	2.413882532418
"DuanJJ_2019_XFEn__bin.53"	2024383	1943	"p__Bacillota_A"	129	25	74.3	0.605016557279183	2.15667429443173
"DuanJJ_2019_XFEn__bin.58"	1818835	1770	"p__Bacillota_A"	104	16	61.8	0.579267663040436	1.39908466819222
"DuanJJ_2019_XFEn__bin.61"	1194962	1173	"p__Bacillota_A"	90	15	56.09	0.563332010495259	1.44515636918383
"DuanJJ_2019_XFEn__bin.62"	2162654	2036	"p__Spirochaetota"	149	24	93.33	0.589255949977069	2.05705568268497
"DuanJJ_2019_XFEn__bin.63"	2481521	2207	"p__Bacillota_A"	121	19	86.33	0.588132187978056	1.19344012204424
"DuanJJ_2019_XFEn__bin.72"	2018710	1754	"p__Spirochaetota"	119	14	75.89	0.584510611849817	1.04103737604882
"DuanJJ_2019_XFEn__bin.78"	2290209	1921	"p__Bacteroidota"	90	26	79.63	0.443765698552799	2.0233409610984
"DuanJJ_2019_XFEn__bin.79"	1593189	1625	"p__Bacillota_A"	118	24	94.4	0.582649147924275	2.20213577421815
"DuanJJ_2019_XFEn__bin.7"	2236551	1959	"p__Spirochaetota"	110	14	74.97	0.611854205607109	1.0556826849733
"DuanJJ_2019_XFEn__bin.82"	2588408	2316	"p__Spirochaetota"	103	16	97.45	0.583762527665681	1.18428680396644
"DuanJJ_2019_XFEn__bin.87"	2078244	1577	"p__Bacteroidota"	88	21	53.01	0.458891638721585	1.69641495041953
"DuanJJ_2019_XFEn__bin.88"	2082333	1877	"p__Bacteroidota"	116	27	83.26	0.495381237188347	3.44958047292143
"DuanJJ_2019_XFEn__bin.8"	1891628	1778	"p__Bacillota_A"	116	13	97.63	0.586977369412555	1.54813119755912
"DuanJJ_2019_XFEn__bin.90"	2068688	1914	"p__Bacillota_A"	133	16	78.93	0.563288655614282	1.76064073226545
"DuanJJ_2019_XFEn__bin.92"	2319059	2180	"p__Bacillota_A"	160	24	74.48	0.581225261045934	1.78093058733791
"DuanJJ_2019_XFFn__bin.18"	2759702	2430	"p__Spirochaetota"	109	16	88.51	0.59219650957658	1.24927536231884
"DuanJJ_2019_XFFn__bin.21"	2154588	2002	"p__Bacillota_A"	146	27	86.58	0.552299283119068	2.51548436308162
"DuanJJ_2019_XFFn__bin.29"	2161126	1911	"p__Bacillota_A"	141	21	96.79	0.577075113738069	2.35438596491228
"DuanJJ_2019_XFFn__bin.2"	2449841	2360	"p__Bacillota_A"	120	17	99.35	0.585950326797011	1.11258581235698
"DuanJJ_2019_XFFn__bin.30"	1632785	1730	"p__Bacillota_A"	103	20	67.41	0.542346703695622	1.14980930587338
"DuanJJ_2019_XFFn__bin.37"	1837633	1839	"p__Campylobacterota"	137	34	91.2	0.494103020034302	3.88527841342487
"DuanJJ_2019_XFFn__bin.46"	2070837	1774	"p__Bacteroidota"	74	20	69.25	0.514982840946748	1.08527841342487
"DuanJJ_2019_XFFn__bin.56"	2291181	2063	"p__Bacillota_A"	128	29	98.53	0.570956925973535	2.03310450038139
"DuanJJ_2019_XFFn__bin.58"	1520132	1597	"p__Bacillota_A"	75	14	77.97	0.467354928990335	1.52356979405034
"DuanJJ_2019_XFFn__bin.5"	2061303	1874	"p__Bacillota_A"	100	20	89.5	0.562703459795735	1.7440122044241
"DuanJJ_2019_XFFn__bin.66"	1490328	1518	"p__Bacillota_A"	117	13	63.54	0.572693360486164	1.44027459954233
"DuanJJ_2019_XFFn__bin.77"	889707	951	"p__Bacillota_A"	75	16	69.63	0.509113536392267	1.14248665141114
"DuanJJ_2019_XFFn__bin.78"	2670390	2462	"p__Bacillota_A"	140	18	98.96	0.594259814618902	1.06300533943555
"DuanJJ_2019_XFFn__bin.80"	2260613	1950	"p__Bacteroidota"	99	20	99.76	0.506678232650822	2.66636155606407
"DuanJJ_2019_XFFn__bin.82"	1498484	1511	"p__Bacillota_A"	162	25	67.4	0.571044973805449	2.50511060259344
"DuanJJ_2019_XFJn__bin.18"	2175025	2181	"p__Bacillota_A"	141	23	89.25	0.595290051036778	1.62745995423341
"DuanJJ_2019_XFJn__bin.28"	2384227	1869	"p__Bacteroidota"	95	33	83.53	0.488142194497497	2.7115179252479
"DuanJJ_2019_XFJn__bin.29"	2085827	2000	"p__Bacillota_A"	125	23	90.72	0.598859337853305	1.08253241800153
"DuanJJ_2019_XFJn__bin.32"	1782035	1776	"p__Spirochaetota"	91	16	61.16	0.526042276396172	1.19740655987796
"DuanJJ_2019_XFJn__bin.46"	1339887	1241	"p__Bacteroidota"	48	14	65.39	0.429311013232626	1.08039664378337
"DuanJJ_2019_XFJn__bin.51"	2182894	2263	"p__Spirochaetota"	138	22	62.73	0.530366562884227	2.70587337909992
"DuanJJ_2019_XFJn__bin.73"	2499670	1877	"p__Bacteroidota"	92	25	63.36	0.497552870622228	0.986422578184592
"DuanJJ_2019_XFKn__bin.10"	2384768	2332	"p__Bacillota_A"	104	16	64.48	0.573688999408994	0.521586575133486
"DuanJJ_2019_XFKn__bin.14"	2253729	2130	"p__Bacillota_A"	136	25	96.62	0.538112886420461	1.94919908466819
"DuanJJ_2019_XFKn__bin.17"	1621369	1527	"p__Bacillota_A"	119	20	97.03	0.548329626501939	1.16048817696415
"DuanJJ_2019_XFKn__bin.20"	2777981	2275	"p__Bacteroidota"	126	26	84.47	0.505029566649804	2.80533943554539
"DuanJJ_2019_XFKn__bin.21"	1920844	1844	"p__Bacillota_A"	116	16	84.1	0.577440475388779	1.39206712433257
"DuanJJ_2019_XFKn__bin.24"	1003403	1042	"p__Bacillota_A"	97	13	53.34	0.582852771362632	0.692448512585812
"DuanJJ_2019_XFKn__bin.26"	1564094	1548	"p__Campylobacterota"	58	29	90.78	0.403102707001448	2.69565217391304
"DuanJJ_2019_XFKn__bin.33"	1193884	1288	"p__Bacillota_A"	70	11	64.11	0.506778358366058	0.473226544622426
"DuanJJ_2019_XFKn__bin.37"	1446235	1522	"p__Bacillota_A"	120	19	82.89	0.541443103393074	1.43951182303585
"DuanJJ_2019_XFKn__bin.3"	1851965	1814	"p__Bacillota_A"	114	12	89.03	0.573285887262493	1.13836765827613
"DuanJJ_2019_XFKn__bin.42"	1354450	1273	"p__Bacillota_A"	92	20	83.21	0.54856524484368	0.604729214340198
"DuanJJ_2019_XFKn__bin.44"	1699543	1647	"p__Bacillota_A"	80	13	79.88	0.532448784020051	0.627307398932113
"DuanJJ_2019_XFKn__bin.57"	3895681	3410	"p__Bacillota_A"	98	20	82.5	0.575564689934177	1.3813882532418
"DuanJJ_2019_XFKn__bin.68"	2572910	2184	"p__Bacteroidota"	116	25	85.68	0.569807400421241	1.19740655987796
"DuanJJ_2019_XFKn__bin.8"	1841503	1810	"p__Campylobacterota"	131	29	69.75	0.512385618965951	2.42273073989321
"DuanJJ_2019_XFLn__bin.12"	1201201	1221	"p__Actinomycetota"	83	14	59.15	0.460650412459573	1.39862700228833
"DuanJJ_2019_XFLn__bin.19"	2056885	1916	"p__Bacillota_C"	147	26	83.56	0.544343802085956	1.55194508009153
"DuanJJ_2019_XFLn__bin.20"	1878059	1768	"p__Bacillota"	168	28	99.6	0.50107670595641	2.26071700991609
"DuanJJ_2019_XFLn__bin.25"	1335381	1422	"p__Pseudomonadota"	167	22	59.5	0.485572123607197	2.11594202898551
"DuanJJ_2019_XFLn__bin.26"	1894464	1802	"p__Bacillota"	124	27	99.3	0.512634084761554	3.02745995423341
"DuanJJ_2019_XFLn__bin.29"	1427203	1572	"p__Bacillota"	119	18	59.15	0.546926993576738	2.1023646071701
"DuanJJ_2019_XFLn__bin.2"	2553834	2155	"p__Bacteroidota"	111	28	92.8	0.505444358731302	1.57009916094584
"DuanJJ_2019_XFLn__bin.36"	1399809	1370	"p__Bacillota_A"	97	21	95.54	0.473538981576095	1.4604118993135
"DuanJJ_2019_XFLn__bin.39"	2628399	2073	"p__Bacteroidota"	85	24	80.11	0.49836909174594	0.850495804729214
"DuanJJ_2019_XFLn__bin.47"	2368953	1933	"p__Bacteroidota"	97	19	79.42	0.513784180512793	1.33394355453852
"DuanJJ_2019_XFLn__bin.8"	1767181	1887	"p__Bacillota"	121	21	70.83	0.540905637628053	1.31762013729977
"E009_bin.132.filtered"	1757558	1574	"p__Bacillota_A"	107	17	93.13	0.593773630623454	1.53073989321129
"E009_bin.176.filtered"	1909631	1935	"p__Bacillota_A"	155	20	68.56	0.590005014278623	1.70541571319603
"E009_bin.18.filtered"	1687100	1656	"p__Bacillota"	125	20	90.92	0.560543963217694	1.97498093058734
"E009_bin.218.filtered"	911603	952	"p__Bacillota"	69	19	93.2	0.507275697661266	0.960030511060259
"E009_bin.228.filtered"	2149048	1974	"p__Bacillota_A"	141	25	94.83	0.591655658708269	1.72646834477498
"E009_bin.263.filtered"	1718347	1524	"p__Bacillota_A"	104	18	96.02	0.614982279973105	1.37513348588863
"E009_bin.39.filtered"	2907532	2577	"p__Bacillota_A"	126	25	89.58	0.589753138059315	1.534706331045
"E009_bin.40.filtered"	2240585	1990	"p__Bacillota_A"	107	11	94.11	0.602960101960547	1.37177726926011
"E009_bin.62.filtered"	1684883	1511	"p__Bacillota_A"	102	21	98.18	0.506371864166725	1.5766590389016
"E009_bin.93.filtered"	2146901	1886	"p__Bacillota_A"	116	15	93.79	0.607436003151883	1.13989321128909
"E017-2_bin.54.filtered"	1983937	1908	"p__Bacillota_A"	136	21	96.28	0.598664599261051	1.18962623951182
"E017-2_bin.92.filtered"	3567645	3209	"p__Bacillota_A"	135	19	97.43	0.57220020687122	1.33073989321129
"E020_bin.117.filtered"	1207163	1093	"p__Bacillota_A"	50	14	98.97	0.458625415508389	1.26285278413425
"E020_bin.136.filtered"	1796539	1707	"p__Bacillota_A"	114	15	98.37	0.591229604760685	1.48283752860412
"E020_bin.40.filtered"	1076296	1129	"p__Bacillota"	68	9	87.18	0.481598395507481	0.621052631578947
"E020_bin.50.filtered"	2021374	1940	"p__Bacillota"	117	16	92.89	0.568431444126015	1.82883295194508
"E020_bin.74.filtered"	1542288	1409	"p__Bacillota"	87	17	89.44	0.559791123172562	1.71823035850496
"E026_bin.139.filtered"	1867698	1644	"p__Bacillota_A"	118	15	95.79	0.589067754024954	1.31716247139588
"E026_bin.142.filtered"	2229061	2063	"p__Bacillota_A"	145	18	80.6	0.579850885199611	1.08985507246377
"E026_bin.145.filtered"	2508688	2189	"p__Bacillota_A"	122	10	94.94	0.596974730160124	0.77162471395881
"E026_bin.171.filtered"	4238758	3466	"p__Bacteroidota"	117	24	98.23	0.489364775417274	2.09519450800915
"E026_bin.214.filtered"	2066089	1975	"p__Bacillota_B"	124	22	93.26	0.564124780633793	1.72189168573608
"E026_bin.221.filtered"	2486123	2295	"p__Bacillota_A"	136	17	92.74	0.613247932188733	1.22440884820748
"E026_bin.30.filtered"	3015051	2713	"p__Bacillota_A"	124	27	95.72	0.57720939849764	2.12753623188406
"E026_bin.49.filtered"	2821485	2482	"p__Bacillota_A"	97	20	97.92	0.55880264978035	1.20655987795576
"E026_bin.50.filtered"	3495686	3839	"p__Bacillota_A"	115	14	62.45	0.582600552851989	0.818764302059497
"E026_bin.67.filtered"	2440209	2202	"p__Bacillota_A"	112	14	98.33	0.587841627509969	1.24027459954233
"E026_bin.94.filtered"	2142756	1994	"p__Bacillota_A"	122	25	95.39	0.559523837349701	1.69565217391304
"E030_bin.126.filtered"	2071038	1638	"p__Bacteroidota"	82	25	80.48	0.447442789237902	1.25690312738368
"E030_bin.13.filtered"	1817915	1783	"p__Bacillota_A"	136	20	83.69	0.576558354130973	2.49946605644546
"E030_bin.172.filtered"	2025526	2006	"p__Bacillota_A"	126	20	73.84	0.537782297335164	1.56994660564455
"E030_bin.7.filtered"	2316416	2117	"p__Bacillota_A"	119	15	93.68	0.593066101839143	0.83676582761251
"E030_bin.97.filtered"	2587879	2327	"p__Bacillota_A"	120	11	98.72	0.592455355752255	0.536079328756674
"G027_bin.107.filtered"	682133	769	"p__Bacillota"	53	10	78.34	0.487358809746903	0.498855835240275
"G027_bin.136.filtered"	1855297	1571	"p__Bacillota_A"	109	18	91.83	0.565553019675885	1.69077040427155
"G027_bin.2.filtered"	1786047	1646	"p__Bacillota_A"	104	20	64.49	0.58162095633551	1.25324180015256
"G027_bin.31.filtered"	1018300	950	"p__Bacillota"	96	15	99.72	0.555818122324493	1.74019832189169
"G027_bin.50.filtered"	1741371	1624	"p__Bacillota_A"	123	19	78.75	0.583331777840027	1.13409610983982
"G027_bin.56.filtered"	1749487	1694	"p__Bacillota_A"	156	25	66.14	0.575122211286108	2.14553775743707
"G027_bin.77.filtered"	1713696	1599	"p__Bacillota"	80	13	88.74	0.517305242812499	1.08543096872616
"G027_bin.93.filtered"	1476518	1565	"p__Bacillota"	114	17	73.58	0.568353103194401	1.71945080091533
"GreeneLK_2020_tvyf001__bin.10"	1777823	1588	"p__Bacteroidota"	123	25	75.36	0.537288398839608	2.59466056445461
"GreeneLK_2020_tvyf001__bin.11"	1880485	1781	"p__Bacillota_A"	97	19	83.56	0.519270683102507	2.15209763539283
"GreeneLK_2020_tvyf001__bin.12"	1827368	1676	"p__Actinomycetota"	100	19	75.36	0.53480539739724	2.38825324180015
"GreeneLK_2020_tvyf001__bin.19"	1403635	1366	"p__Bacillota_A"	109	17	80.62	0.571028458835524	1.50434782608696
"GreeneLK_2020_tvyf001__bin.23"	1072013	1194	"p__Cyanobacteriota"	90	16	57.24	0.430624638834964	1.82654462242563
"GreeneLK_2020_tvyf001__bin.24"	2284876	2292	"p__Spirochaetota"	170	22	70.98	0.560640349860756	4.03600305110603
"GreeneLK_2020_tvyf001__bin.2"	2031115	1639	"p__Bacillota_A"	115	13	97.17	0.585732780670154	1.78565980167811
"GreeneLK_2020_tvyf001__bin.33"	2332864	2175	"p__Spirochaetota"	165	22	85.84	0.538627391337778	3.80839054157132
"GreeneLK_2020_tvyf001__bin.35"	1339099	1315	"p__Actinomycetota"	76	18	51.84	0.485940391174882	1.37147215865751
"GreeneLK_2020_tvyf001__bin.36"	2575730	1994	"p__Bacteroidota"	119	29	86.97	0.502261499769774	2.31334858886346
"GreeneLK_2020_tvyf001__bin.37"	1649185	1506	"p__Bacteroidota"	103	25	60.06	0.510770484589291	2.73318077803204
"GreeneLK_2020_tvyf001__bin.4"	1416707	1327	"p__Bacteroidota"	99	22	85.19	0.456679181937756	3.04286803966438
"GreeneLK_2020_tvyf001__bin.7"	1705983	1517	"p__Spirochaetota"	98	22	72.71	0.524691222870135	2.40305110602593
"GreeneLK_2020_tvyf001__bin.9"	2299209	2064	"p__Spirochaetota"	96	16	81.71	0.559987452478642	1.11197559115179
"GreeneLK_2020_tvyf004__bin.15"	1909997	1599	"p__Verrucomicrobiota"	90	24	96.01	0.534153948416476	1.04302059496568
"GreeneLK_2020_tvyf004__bin.28"	1683493	1494	"p__Bacteroidota"	115	37	59.45	0.520261649837859	3.45949656750572
"GreeneLK_2020_tvyf004__bin.2"	1827990	1525	"p__Bacteroidota"	77	23	88.74	0.494502762522745	1.4231884057971
"GreeneLK_2020_tvyf004__bin.3"	2331645	2205	"p__Spirochaetota"	103	18	73.23	0.592313430882169	1.07704042715484
"GreeneLK_2020_tvyf004__bin.6"	1705839	1423	"p__Bacteroidota"	112	25	81.26	0.526513626648086	2.53165522501907
"GreeneLK_2020_tvyf013__bin.10"	1479155	1629	"p__Synergistota"	132	24	75.63	0.515709131981979	1.25064836003051
"GreeneLK_2020_tvyf013__bin.19"	2202524	1903	"p__Pseudomonadota"	110	22	95.22	0.441504352433725	1.05247902364607
"GreeneLK_2020_tvyf013__bin.1"	1526422	1456	"p__Bacillota_A"	103	15	60.84	0.539277648273695	1.75255530129672
"GreeneLK_2020_tvyf013__bin.22"	1426252	1436	"p__Actinomycetota"	76	14	50.46	0.484526868871493	2.93745232646834
"GreeneLK_2020_tvyf013__bin.25"	1339581	1375	"p__Bacillota_A"	82	23	82.41	0.531055431804354	1.26102212051869
"GreeneLK_2020_tvyf013__bin.28"	1548734	1410	"p__Bacteroidota"	89	30	55.46	0.500886706561991	2.02090007627765
"GreeneLK_2020_tvyf013__bin.29"	1413642	1351	"p__Bacillota_A"	85	22	54.5	0.44670519416351	3.59603356216629
"GreeneLK_2020_tvyf013__bin.2"	1591746	1713	"p__Cyanobacteriota"	135	31	84.2	0.500474728088399	2.44759725400458
"GreeneLK_2020_tvyf013__bin.4"	2161428	2112	"p__Spirochaetota"	95	16	79.18	0.580256818080246	1.2280701754386
"GreeneLK_2020_tvyf013__bin.6"	2105487	1812	"p__Bacillota_A"	121	23	91.94	0.600590363656991	1.65461479786423
"GreeneLK_2020_tvyf013__bin.9"	1686224	1456	"p__Bacteroidota"	91	16	76.9	0.453989850882987	1.64546147978642
"GreeneLK_2020_tvyf016__bin.10"	1774491	1783	"p__Bacillota"	106	23	97.28	0.522264476974852	2.23585049580473
"GreeneLK_2020_tvyf016__bin.14"	1009877	965	"p__Bacillota_A"	100	15	61.16	0.552418970642389	1.73684210526316
"GreeneLK_2020_tvyf016__bin.15"	1752054	1666	"p__Bacillota_A"	122	19	93.74	0.554524473698468	1.61937452326468
"GreeneLK_2020_tvyf016__bin.16"	2170962	1698	"p__Bacteroidota"	98	27	96.94	0.526633603778431	1.06117467581998
"GreeneLK_2020_tvyf016__bin.17"	2119676	1982	"p__Bacillota_A"	152	29	85.17	0.583785505874222	3.06361556064073
"GreeneLK_2020_tvyf016__bin.18"	1628909	1490	"p__Actinomycetota"	110	16	70.74	0.561171927560475	1.77986270022883
"GreeneLK_2020_tvyf016__bin.1"	2190444	2039	"p__Bacillota_A"	111	19	83.7	0.564668295826963	1.91304347826087
"GreeneLK_2020_tvyf016__bin.25"	1720680	1469	"p__Bacillota_A"	110	17	99.17	0.577711274537327	2.4418001525553
"GreeneLK_2020_tvyf016__bin.31"	2496933	2124	"p__Fibrobacterota"	119	31	99.91	0.511926349340958	2.29916094584287
"GreeneLK_2020_tvyf016__bin.32"	1491288	1398	"p__Bacillota_A"	112	15	76.36	0.591764783870113	2.12158657513349
"GreeneLK_2020_tvyf016__bin.3"	1685715	1730	"p__Cyanobacteriota"	125	24	85.22	0.501467155438293	1.85659801678108
"GreeneLK_2020_tvyf016__bin.4"	2277753	1828	"p__Bacteroidota"	132	38	99.14	0.553120434051891	3.40076277650648
"GreeneLK_2020_tvyf016__bin.9"	2609547	2044	"p__Bacteroidota"	125	32	67.9	0.503278481183868	2.85003813882532
"GreeneLK_2020_tvyf035__bin.12"	1810336	1766	"p__Bacillota_C"	143	25	99.48	0.541574152213496	2.05461479786423
"GreeneLK_2020_tvyf035__bin.14"	1809447	1508	"p__Bacteroidota"	100	21	93.55	0.55106077930362	1.8512585812357
"GreeneLK_2020_tvyf035__bin.15"	1969781	1738	"p__Pseudomonadota"	146	33	94.14	0.474424943424862	2.64073226544622
"GreeneLK_2020_tvyf035__bin.21"	2233226	1839	"p__Bacteroidota"	115	34	98.6	0.492122776115668	2.65202135774218
"GreeneLK_2020_tvyf035__bin.8"	1493115	1398	"p__Actinomycetota"	88	13	86.09	0.498958193422755	1.22959572845156
"GreeneLK_2020_tvyf036__bin.10"	1975360	1611	"p__Bacteroidota"	100	38	97.92	0.485147252213604	1.77513348588863
"GreeneLK_2020_tvyf036__bin.11"	1986131	1673	"p__Bacillota_A"	126	16	95.21	0.571956649509448	1.3397406559878
"GreeneLK_2020_tvyf036__bin.15"	2172169	1772	"p__Pseudomonadota"	144	30	77.34	0.504757921566424	2.78840579710145
"GreeneLK_2020_tvyf036__bin.19"	1672168	1395	"p__Actinomycetota"	100	15	98.88	0.572471335900482	1.50465293668955
"GreeneLK_2020_tvyf036__bin.1"	1945938	1598	"p__Bacteroidota"	99	22	68.78	0.482989649457076	2.20061022120519
"GreeneLK_2020_tvyf036__bin.20"	1540916	1412	"p__Bacillota_A"	102	23	95.96	0.586596627405418	1.67749809305873
"GreeneLK_2020_tvyf036__bin.4"	1393653	1278	"p__Bacteroidota"	71	21	58.35	0.434704710640056	2.16018306636156
"GreeneLK_2020_tvyf036__bin.6"	1777023	1681	"p__Synergistota"	145	30	96.26	0.50648373913703	2.99008390541571
"GreeneLK_2020_tvyf036__bin.7"	2039049	1833	"p__Bacillota_A"	135	21	95.05	0.565400819932808	1.26331045003814
"GreeneLK_2020_tvyf036__bin.8"	1762898	1355	"p__Verrucomicrobiota"	101	28	97.15	0.546347812899927	1.88405797101449
"GreeneLK_2020_tvyf036__bin.9"	1933297	1883	"p__Synergistota"	155	24	86.14	0.530596295190108	2.13135011441648
"GreeneLK_2020_tvyf074__bin.12"	2744100	2285	"p__Bacteroidota"	151	31	92.83	0.503625739106935	3.38321891685736
"GreeneLK_2020_tvyf074__bin.13"	1653652	1569	"p__Bacillota_A"	132	21	89.17	0.590744975406746	1.8045766590389
"GreeneLK_2020_tvyf074__bin.14"	2101897	1661	"p__Bacteroidota"	130	31	91.82	0.505716055625842	2.88451563691838
